Cut,Slot,Id,Road,PosX,PosY,STime,Timer,Velo,QtdBcn,Media,Classe,Descricao,Clusteres,ClusterLOS,RoadTag
4,1,5,,143.395,267.54,15.688313900188,1594161938.6723075,6.03421,1,5.980888,0.7538222679563696,Breakdown-flow,5,0.0,
5,1,5,,143.395,267.54,15.788312160122,1594161938.830698,6.03421,1,5.989775000000001,0.7534564725252109,Breakdown-flow,5,0.0,
6,1,5,,143.395,267.54,15.888310420056,1594161939.1036677,6.03421,1,5.996122857142858,0.7531951900743833,Breakdown-flow,5,0.0,
7,1,3,,290.794,439.491,16.07403280269,1594161939.6050537,3.62042,1,5.699160000000001,0.7654183988474995,Breakdown-flow,5,0.0,
8,1,3,,290.794,439.491,16.174040027875,1594161939.862634,3.62042,1,5.46818888888889,0.7749253390043677,Breakdown-flow,5,0.0,
9,1,3,,290.794,439.491,16.574042928615,1594161941.002481,3.62042,1,5.283412000000001,0.7825308911298621,Breakdown-flow,5,0.0,
10,1,3,,290.794,439.491,16.87403860417,1594161941.7839422,3.62042,1,5.132230909090911,0.7887536155961757,Breakdown-flow,6,0.0,
11,1,3,,290.794,439.491,16.974032829355,1594161942.0143838,3.62042,1,5.0062466666666685,0.7939392193181037,Breakdown-flow,6,0.0,
12,1,3,,285.767,439.607,17.074042129359,1594161942.2603443,6.09786,1,5.090216923076924,0.7904829420425222,Breakdown-flow,6,0.0,
13,1,11,,194.059,500.99,17.26797522514,1594161942.7909572,10.4748,1,5.474830000000002,0.7746519860053509,Breakdown-flow,6,0.0,
14,1,8,,153.082,430.088,17.349764746654,1594161943.0981798,5.92847,1,5.505072666666668,0.7734071756877272,Breakdown-flow,6,0.0,
0,1,3,,285.767,439.607,17.874038321783,1594161944.81695,6.09786,1,6.09786,0.7490076147355422,Breakdown-flow,6,0.0,
1,1,1,,339.86,241.487,18.042482146704,1594161945.424015,6.47107,1,6.284465,0.7413268162173287,Breakdown-flow,6,0.0,
2,1,15,,149.956,507.832,18.050197204273,1594161945.4816885,4.19527,1,5.588066666666666,0.7699910818412568,Breakdown-flow,6,0.0,
3,1,1,,339.86,241.487,18.142472680448,1594161945.7873034,6.47107,1,5.8088175,0.7609048158057213,Breakdown-flow,6,0.0,
4,1,1,,339.86,241.487,18.242476214192,1594161946.0965297,6.47107,1,5.941268,0.7554530561844001,Breakdown-flow,6,0.0,
